,respondentname,parentname,hmda_id,advertiser,parent,advertiser_id,score
,,,,My Local Broker,My Local Broker Pty Ltd,161462.0,
,,,,MyAMC Appraisal Service,MyAMC,161465.0,
,,,,MyFinances.com,MyFinances.com,161466.0,
,,,,MyNewLoan Mortgage,MyNewLoan,161467.0,
,,,,Mymortgagesavings.com,Mymortgagesavings.com,161468.0,
,,,,NAACP,NAACP National Assn For The Advancement Of Colored People,161469.0,
,,,,NCMIC Group,NCMIC Group Inc,161483.0,
,,,,NEA Member Benefits,NEA Member Benefits,161485.0,
,,,,New York Accessory,NEW YORK ACCESSORY GROUP INC,161493.0,
,,,,New York Advertising Service,NEW YORK AD CENTER,161494.0,
,,,,North Broward Hospital District,NORTH BROWARD HOSPITAL DISTRICT,161501.0,
,,,,NSB Fund Mgt Co,NSB Fund Mgt Co Ltd,161510.0,
,,,,NtiDirectCare,NTI Group,161511.0,
,,,,National Bitcoin ATM,NXTGN Media Inc,161517.0,
,,,,Nagacorp,Nagacorp,161523.0,
,,,,National Bank Holdings,National Bank Holdings Corp,161537.0,
,,,,Americas Drug Card,National Benefit Builders Inc,161541.0,
,,,,National Cost Tax Experts Service,National Cost,161546.0,
,,,,National Planning Holdings,National Planning Holdings,161559.0,
,,,,National Student Loan Help,National Student Loan Help,161563.0,
,,,,Nations Equipment Finance,Nations Equipment Finance,161568.0,
,,,,Nationwide Business Capital,Nationwide Business Capital,161574.0,
,,,,Navigation Wealth Mgt,Navigation Wealth Mgt,161584.0,
,,,,Navy Financial,Navy Financial,161586.0,
,,,,Neighborhood House Charter School,Neighborhood House Charter School,161596.0,
,,,,Bergdorf Goodman,Neiman Marcus Group Inc,161601.0,
,,,,NeonCredits Tax Service,NeonCredits,161602.0,
,,,,Nepsis Capital Mgt,Nepsis Capital Mgt,161605.0,
,,,,Nest Wealth,Nest Wealth Asset Mgt Inc,161607.0,
,,,,New England Auto Credit,New England Auto Credit,161621.0,
,,,,New Leaf Auto Finance,New Leaf Auto Finance Inc,161632.0,
,,,,Board Of Trustees Of NM Junior College,New Mexico Junior College,161634.0,
,,,,NextSeed,NextSeed TX Llc,161686.0,
,,,,STREGA NIGHT CLUB,Nicomar Inc,161691.0,
,,,,Noble Birch Tax Preparation,Noble Birch Tax Preparation,161699.0,
,,,,Nomura Asset Mgt,Nomura Asset Mgt,161701.0,
,,,,Norman Public Schools,Norman OK,161706.0,
,,,,North GA Community Federal Credit Union,North GA Community Federal Credit Union,161720.0,
,,,,NorthCoast Asset Mgt,NorthCoast Asset Mgt Llc,161727.0,
,,,,Northeast Medical Group,Northeast Medical Group Inc,161736.0,
,,,,Northend Tax & Accounting Service,Northend Tax & Accounting Inc,161739.0,
,,,,Northern Insurance Services,Northern Insurance Service Ltd,161743.0,
,,,,Northstar Financial & Retirement Planning,Northstar Financial & Retirement Planning,161755.0,
,,,,Northumberland National Bank,Northumberland National Bank,161756.0,
,,,,Nova Leap Health,Nova Leap Health Corp,161795.0,
,,,,Nusbaum & Parrino Attorneys,Nusbaum & Parrino PC,161800.0,
,,,,Mellanox Technologies,Nvidia Corp,161806.0,
,,,,Lukoil Intl Upstream West Inc,OAO LUKOIL,161807.0,
,,,,Currito Burrito Restaurant,OHM Concession Group,161817.0,
,,,,OHaver Financial,OHaver Financial,161818.0,
,,,,Omnitrans,OMNITRANS,161823.0,
,,,,OPL Online Personal Loans,OPL Online Personal Loans,161827.0,
,,,,Orthopaedic Assoc,ORTHOPAEDIC ASSOC LLP,161831.0,
,,,,Four Winds Capital,Oak Hill Capital Corp,161834.0,
,,,,Oakland County Business Finance,Oakland County Business Finance Corp,161840.0,
,,,,Obelisk Intl,Obelisk Intl Ltd,161847.0,
,,,,Oboxee,Oboxee,161849.0,
,,,,Apollo Grill,Ocean Treasure Inc,161851.0,
,,,,Ohio Living Retirement Services,Ohio Living,161860.0,
,,,,Ohnward Bank & Trust,Ohnward Bancshares Inc,161865.0,
,,,,Oil & Vinegar Store,Oil & Vinegar,161866.0,
,,,,Oklahoma AgCredit,Oklahoma AgCredit,161868.0,
,,,,Omaha Performing Arts,Omaha Performing Arts Society,161888.0,
,,,,Omega Planning Assoc,Omega Planning Assoc,161889.0,
,,,,Omni Limousine,Omni Limousine,161891.0,
,,,,One Stop Funding Financial Service,One Stop Funding Llc,161907.0,
,,,,Online Annuity Rates,Online Annuity Rates,161917.0,
,,,,OnlineHardMoney.com,OnlineHardMoney.com,161919.0,
,,,,Ooraa Debt Relief Services,Ooraa Inc,161920.0,
,,,,Collegeville Eye Physicians & Surgeons,Ophthalmology Physicians & Surgeons Pc,161923.0,
,,,,OppLoans,OppLoans,161924.0,
,,,,Option Alpha,Option Alpha Llc,161929.0,
,,,,Option500,Option Solution Group Ltd,161931.0,
,,,,OptionWorkshop.net,OptionWorkshop.net,161932.0,
,,,,Origin Investments,Origin Investments,161943.0,
,,,,Orion Appraisals,Orion Appraisals Inc,161944.0,
,,,,Ovation Lending,Ovation Lending,161957.0,
,,,,OwnersCircle,OwnersCircle Inc,161960.0,
,,,,Pan-Glo Services,PAN-GLO SERVICES,161963.0,
,,,,Parker Jewish Institute,PARKER JEWISH INSTITUTE,166281.0,
,,,,PBBJ Consulting,PBBJ Consulting,166283.0,
,,,,PDJ Accounting Services,PDJ Accounting Services,166286.0,
,,,,Peoplease Corp,PEOPLEASE CORP,166289.0,
,,,,PGA Tour,PGA Tour Inc,166295.0,
,,,,Phoenix Convention Center,PHOENIX AZ,166299.0,
,,,,PLW Certified Public Accounting Firm,PLW Certified Public Accounting,166307.0,
,,,,Mayhew Wine Shop,PMM Vines Llc,166308.0,
,,,,Port Of South LA,PORT OF SOUTH LOUISIANA,166317.0,
,,,,Power Trader,POWER TRADER,166318.0,
,,,,Proequities,PROEQUITIES INC,166327.0,
,,,,PUBLIC SERVICE CO OF NC,PUBLIC SERVICE CO OF NC,166337.0,
,,,,Publix Asset Mgt Co,PUBLIX ASSET MGT CO,166339.0,
,,,,PVS Technologies,PVS CHEMICALS INC,166341.0,
,,,,Pacific Alternative Asset Mgt Co,Pacific Alternative Asset Mgt Co,166346.0,
,,,,Pacific Union Intl Inc,Pacific Union Intl Inc,166358.0,
,,,,Pagnato Karp,Pagnato Karp,166361.0,
,,,,Paller Financial Services,Paller Financial Services,166364.0,
,,,,Palma Bella Consulting,Palma Bella Consulting,166366.0,
,,,,Paradigm Life,Paradigm Life,166372.0,
,,,,Park Environmental Equipment,Park Environmental Equipment Ltd,166378.0,
,,,,Parkview Investment & Loan,Parkview Investment & Loan Inc,166383.0,
,,,,Patricia Spiece Tax Preparations Services,Patricia Spiece,166393.0,
,,,,Patriot Capital,Patriot Capital,166396.0,
,,,,Patriot Funnel System,Patriot Funnel System,166398.0,
,,,,Patriot Gold Group,Patriot Gold Group,166399.0,
,,,,Paul Dion CPA,Paul Dion CPA,166403.0,
,,,,Paulaner Bar & Restaurant,Paulaner Bar & Restaurant,166404.0,
,,,,Paxful Store,Paxful Inc,166406.0,
,,,,PayCubes,PayCubes,166407.0,
,,,,PayLease,PayLease,166408.0,
,,,,PayUMoney Transfer Service,PayUMoney,166417.0,
,,,,Paymaster Payment Service,Paymaster Jamaica Ltd,166427.0,
,,,,Payment One Financial Group,Payment One Financial Group,166428.0,
,,,,Keystone Financial Consulting,Payne Wealth Partners Inc,166430.0,
,,,,PayrollServe Service,PayrollServe,166432.0,
,,,,Kraken,Payward Inc,166434.0,
,,,,Peak Positioning Technologies,Peak Positioning Technologies,166437.0,
,,,,ASKoption.com Stock Brokerage,PeakMedia Group Ltd,166438.0,
,,,,Peason Financial Group,Peason Financial Group,166440.0,
,,,,PEDIATRIC ALLIANCE PC,Pediatric Alliance PC,166441.0,
,,,,PeerStreet,Peer Street Inc,166442.0,
,,,,Peerless CFO Services,Peerless CFO Services,166443.0,
,,,,Pence Wealth Mgt,Pence Wealth Mgt,166447.0,
,,,,Pennica Financial Group,Pennica Financial Group,166457.0,
,,,,Penny Stocks World,Penny Stocks World,166464.0,
,,,,Pepperdine University,Pepperdine University,166487.0,
,,,,Pereira,Pereira & Co CPA,166490.0,
,,,,Personal Lending Group,Personal Lending Group Inc,166496.0,
,,,,Petit Robert Bistro,Petit Robert Bistro,166499.0,
,,,,Phillip & Assoc Accounting & Tax Services,Phillip & Assoc Llc,166503.0,
,,,,Piedmont Group Of Atlanta Financial,Piedmont Group Of Atlanta Llc,166515.0,
,,,,Pinots Palette,Pinots Palette,166534.0,
,,,,Planet Home Lending,Planet Home Lending,166548.0,
,,,,Platinum Investment Properties Group,Platinum Investment Properties Group,166556.0,
,,,,Plum Lending Financial Services,Plum Lending,166562.0,
,,,,Poes Pub,Poes Pub,166565.0,
,,,,Point Digital Finance,Point Digital Finance Inc,166567.0,
,,,,Pomegranate Merger Sub Inc,Pomegranate Holdings Inc,166577.0,
,,,,Ponderosa Energy Investment Service,Ponderosa Energy,166579.0,
,,,,Potler CPA Services Accountants,Potler CPA Services Pllc,166594.0,
,,,,Potomac & Rappahannock Transportation Commission,Potomac & Rappahannock Transportation Commission,166595.0,
,,,,Powder Merger Sub Inc,Powder Merger Sub Inc,166597.0,
,,,,Precision Insurance,Precision Promotional & Insurance Solutions,166604.0,
,,,,Summit Hotels & Resorts,Preferred Hotel Group,166607.0,
,,,,PEX Prepaid Expense Card Solutions,Prepaid Expense Card Solutions Inc,166617.0,
,,,,Prescott Tax & Wealth Mgt,Prescott Tax & Wealth Mgt,166618.0,
,,,,Prestadito Cash Center,Prestadito,166620.0,
,,,,Prevail Capital,Prevail Capital,166623.0,
,,,,Prime Centrum,Prime Centrum Ltd,166630.0,
,,,,Private Member Group,Private Member Group,166650.0,
,,,,Private Money Goldmine,PrivateMoneyGoldmine.com,166652.0,
,,,,ProMed Health Care Financing,ProMed Health Care Financing,166653.0,
,,,,ProTraderElite.com,ProTraderElite.com,166654.0,
,,,,PropertyGo,Property Technology Inc,166685.0,
,,,,Prysma,Prysma Lending Group,166711.0,
,,,,Q Kapital Group,Q Kapital Group,166732.0,
,,,,QBE Insurance,QBE Insurance Corp,166733.0,
,,,,Qplum,Qplum Llc,166737.0,
,,,,Qualcomm Inc,Qualcomm Inc,166742.0,
,,,,Quality Capital Mgt,Quality Capital Mgt,166743.0,
,,,,Quantifi Trading,Quantifi Inc,166746.0,
,,,,Quantitative Brokers,Quantitative Brokers Llc,166748.0,
,,,,Quantum Mutual Fund,Quantum Asset Mgt Co Private Ltd,166749.0,
,,,,Quick & Easy Taxes,Quick & Easy Tax Service,166753.0,
,,,,Quick Auto Refi,Quick Auto Refi,166754.0,
,,,,R2 Crowd,R2 Crowd,166761.0,
,,,,Real Estate Investment Trust,REAL ESTATE INVESTMENT GROUP,166773.0,
,,,,REF Advisory,REF Advisory Llc,166776.0,
,,,,Reichbind Furs,REICHBIND FURS,166777.0,
,,,,REX Exchange Traded Funds,REX Exchange Traded Funds,166783.0,
,,,,RIA Match Financial Services,RIA Match,166787.0,
,,,,RL Schwab Accounting & Tax Services,RL Schwab CPA PLLC,166791.0,
,,,,Return On Capital Invest,ROC Invest Ltd,166793.0,
,,,,Rudin Mgt Real Estate Developer,RUDIN MGT CO INC,166803.0,
,,,,Rex Furr Clothing Store,RW Furr Clothiers,166804.0,
,,,,Rate Checker,Rate Checker,166820.0,
,,,,Rate Navigators,Rate Navigators,166821.0,
,,,,Rate Razor,Rate Razor,166822.0,
,,,,Ratebeat Mortgage,Ratebeat Llc,166824.0,
,,,,RatesForVeterans.com,RatesForVeterans.com,166825.0,
,,,,Rathskeller Restaurant,Rathskeller Restaurant,166827.0,
,,,,ReFiViews.com,ReFiViews.com,166845.0,
,,,,ReJoyce Financial,ReJoyce Financial,166846.0,
,,,,Real Wealth Australia,Real Wealth Australia Pty Ltd,166849.0,
,,,,Reality Shares,Reality Shares,166850.0,
,,,,Regional Development Alliance,Regional Development Alliance Inc,166868.0,
,,,,Reliable Fast Cash Center,Reliable Fast Cash,166875.0,
,,,,Taxterminal.Com,Republic Groups,166896.0,
,,,,Resp Resource Center,Resp Resource Center,166908.0,
,,,,Restarting Futures Credit Repair Co,Restarting Futures,166909.0,
,,,,Restaurant Solutions Accounting Services,Restaurant Solutions Inc,166910.0,
,,,,Resuelve Tu Deuda,Resuelve Tu Deuda,166911.0,
,,,,Retirement & Wealth Strategies,Retirement & Wealth Strategies,166915.0,
,,,,Retirement Benefits Institute,Retirement Benefits Institute Inc,166917.0,
,,,,Retirement Education Consultants,Retirement Education Consultants,166918.0,
,,,,Retirement Mastery,Retirement Mastery,166920.0,
,,,,Richardson Retirement Solutions,Richardson Retirement Solutions,166937.0,
,,,,Riedman Homes Real Estate Developer,Riedman Cos,166944.0,
,,,,Right Way Funding,Right Way Funding,166945.0,
,,,,Riley & Co Accounting Services,Riley & Co Inc,166947.0,
,,,,Rings End Inc,Rings End Inc,166948.0,
,,,,Risk Focus Inc,Risk Focus Inc,166953.0,
,,,,FreshForex,Riston Capital Ltd,166957.0,
,,,,River Valley Capital,River Valley Capital Corp,166962.0,
,,,,RiverLink Toll Service,RiverLink,166965.0,
,,,,Rockwall Advisors,Rockwall Advisors Inc,167001.0,
,,,,Rollins Financial Planner,Rollins Financial Inc,167005.0,
,,,,Romey Smith,Romey Smith Tax & Accounting Llc,167009.0,
,,,,Rosenbaum Financial Services,Rosenbaum Financial Services,167014.0,
,,,,TaxRevo Service,Roth & Co Llp,167019.0,
,,,,Rothgard Financial Partners,Rothgard Financial Partners Pty Ltd,167020.0,
,,,,Ruff & Assoc CPAs,Ruff & Assoc CPAs Inc,167034.0,
,,,,Monroe-Noxen Health Center,Rural Health Corp,167039.0,
,,,,S&P 500 Futures Trading Group,S&P 500 Futures Trading Group Inc,167047.0,
,,,,Safe Haven Ministries,SAFE HAVEN MINISTRIES,167053.0,
,,,,Santos Assoc Business Service,SANTOS ASSOC,167056.0,
,,,,Softron,SOFTRON,167079.0,
,,,,Stamford Public Schools,STAMFORD CT,167089.0,
,,,,LOANS 4 LESS,STEVE LOANS 4 LESS,167093.0,
,,,,Sacco & Assoc Tax Consultants & Business Advisors,Sacco & Assoc Llc,167109.0,
,,,,Safe Money Bob,Safe Money Bob,167117.0,
,,,,Safe Streets USA,Safe Streets USA,167120.0,
,,,,SafeBridge Investing,SafeBridge Investing,167122.0,
,,,,Sage Rutty & Co Inc,Sage Rutty & Co Inc,167126.0,
,,,,Sagicor,Sagicor Financial Corp,167128.0,
,,,,Saleeby & Assoc Inc,Saleeby & Assoc Inc,167131.0,
,,,,Dynasty Acquisition Corp,Salesforce.com Inc,167139.0,
,,,,Sandlapper Capital Investments,Sandlapper Capital Investments Llc,167162.0,
,,,,Sands & Assoc,Sands & Assoc Inc,167163.0,
,,,,Sandstone Financial,Sandstone Financial,167164.0,
,,,,Sapient Private Wealth Mgt,Sapient Private Wealth Mgt,167174.0,
,,,,Sapphire Acquisition Corp,Sapphire Acquisition Corp,167175.0,
,,,,Scher Orthodontics,Scher Orthodontics,167191.0,
,,,,Schnippel Construction,Schnippel Construction Inc,167195.0,
,,,,Scoocher Payment Processing Service,Scoocher,167201.0,
,,,,Secured Advantage Federal Credit Union,Secured Advantage Federal Credit Union,167217.0,
,,,,Security 1st Title,Security 1st Title Co,167221.0,
,,,,Seedcopa,Seedcopa,167233.0,
,,,,Selby Tax & Accounting PC,Selby Tax & Accounting PC,167235.0,
,,,,Select Sales By Michael Estate Appraiser,Select Sales By Michael,167238.0,
,,,,SellerySignals Trading,SellerySignals,167240.0,
,,,,Serving Seniors Organization,Serving Seniors Organization,167256.0,
,,,,Settlement Lenders,Settlement Lenders Inc,167259.0,
,,,,Settlement Network,Settlement Network,167260.0,
,,,,Shake Shack Restaurant,Shake Shack,167262.0,
,,,,ShareInvestor,ShareInvestor.com Holdings Pte Ltd,167264.0,
,,,,Sharp Rees-Stealy Medical Centers,Sharp HealthCare,167273.0,
,,,,Shield457,Shield457,167280.0,
,,,,Shift4,Shift4 Payments Llc,167281.0,
,,,,Shinhan Bank,Shinhan Financial Group Co Ltd,167282.0,
,,,,Shoppable,Shoppable,167285.0,
,,,,Signature Estate & Investment Advisors,Signature Estate & Investment Advisors Llc,167299.0,
,,,,Signature Card,Signaturecard Inc,167301.0,
,,,,Silva Feliciano & Co Accounting Service,Silva Feliciano & Co,167306.0,
,,,,SimpleFX Trading,SimpleFX,167315.0,
,,,,Simply 12 Months,Simply 12 Months Llc,167319.0,
,,,,Simply Lease,Simply Lease,167320.0,
,,,,Simply Smart Solutions,Simply Smart Solutions Llc,167321.0,
,,,,SingSaver Bank,SingSaver Pty Ltd,167324.0,
,,,,Singular Payments,Singular Payments,167326.0,
,,,,Skipjacks Restaurant,Skipjacks Restaurant,167329.0,
,,,,Sky Bridge Business Funding,Sky Bridge Business Funding,167333.0,
,,,,SkyBridge Capital,SkyBridge Capital II Llc,167334.0,
,,,,Small Cap Society,Small Cap Society,167338.0,
,,,,Small Smiles Dentistry,Small Smiles Dental Centers,167339.0,
,,,,Smart Merchants Club,Smart Merchants Club,167359.0,
,,,,SmartBiz,SmartBiz Loans Llc,167360.0,
,,,,SmarterLoan.com,SmarterLoan.com,167362.0,
,,,,Snap Advance,Snap Advances Llc,167366.0,
,,,,Snap Finance,Snap Finance Llc,167367.0,
,,,,Sofi,SoFi Wealth Llc,167371.0,
,,,,Oliveiras Steak House,Sofias Food Enterprise Corp,167381.0,
,,,,Sompo Holdings,Sompo Japan Healthcare Services Inc,167390.0,
,,,,Source Capital One,Source Capital One,167395.0,
,,,,High Court Of South Africa,South Africa Republic Of,167396.0,
,,,,Elizabethtown Gas Co,South Jersey Industries,167400.0,
,,,,South Nassau Communities Hospital,South Nassau Communities Hospital,167402.0,
,,,,Southline Transmission Project Organization,Southline Transmission Project,167426.0,
,,,,Southwest Solutions,Southwest Solutions,167433.0,
,,,,Tax Reduction Concierge,Spark Asset Mgt Group Inc,167441.0,
,,,,Speakeasy Concepts Llc,Speakeasy Concepts Llc,167446.0,
,,,,Spectrum Investments,Spectrum Investments,167448.0,
,,,,Sperity Credit Repair Service,Sperity Credit Repair,167454.0,
,,,,Splitit,Splitit,167460.0,
,,,,Springhouse Appraisal Service,Springhouse Llc,167464.0,
,,,,Sprout Financial,Sprout Financial,167467.0,
,,,,SproutQuote.com,SproutQuote.com,167468.0,
,,,,Square,Square Inc,167469.0,
,,,,Squirrel,Squirrel Financial Services Ltd,167470.0,
,,,,Stadion,Stadion Money Mgt,167487.0,
,,,,StageXchange,StageXchange,167488.0,
,,,,Stanley Black & Decker Inc,Stanley Black & Decker Inc,167501.0,
,,,,Stash,StashInvest Collective Returns Inc,167506.0,
,,,,State Custodians,State Custodians,167519.0,
,,,,Stater Brothers Holdings,Stater Brothers Holdings,167532.0,
,,,,Station Capital Tax Services Llc,Station Capital Tax Services Llc,167533.0,
,,,,Steadyhand Investment,Steadyhand Investment Funds Inc,167534.0,
,,,,Mattress Firm Store,Steinhoff Intl Holdings NV,167536.0,
,,,,Stenson Bookkeeping Service,Stenson Bookkeeping,167538.0,
,,,,Stephanie Knapp CPA,Stephanie Knapp CPA Inc,167539.0,
,,,,Stephen P Priestley CPA,Stephen P Priestley CPA Pllc,167540.0,
,,,,Sterk Financial Services,Sterk Financial Services,167542.0,
,,,,Steven A Knight Appraisers,Steven A Knight,167552.0,
,,,,DealRoom,Stockhouse Publishing Ltd,167559.0,
,,,,Stocks & Securities Ltd,Stocks & Securities Ltd,167561.0,
,,,,Stone Key Group,Stone Key Group Llc,167565.0,
,,,,SFM Strategic Financial Mgt,Strategic Financial Mgt,167571.0,
,,,,Strauss Investments & Financial Services,Strauss Investments & Financial Services,167575.0,
,,,,Stream Digital,Stream Digital,167576.0,
,,,,Streator Home Savings Bank,Streator Home Savings Bank,167579.0,
,,,,Street Retail,Street Retail,167581.0,
,,,,Streetlight Financial,Streetlight Financial,167583.0,
,,,,Structure Funding,Structure Funding,167585.0,
,,,,Stryker Corp,Stryker Corp,167586.0,
,,,,Summa Health Systems,Summa Health System,167599.0,
,,,,Summitview Advisors,Summitview Advisors,167603.0,
,,,,Surgical Assoc,Surgical Assoc,167627.0,
,,,,Sushi Rock Restaurant,Sushi Rock Restaurant,167628.0,
,,,,Sweetgreen,Sweetgreen Restaurant,167635.0,
,,,,SyncStream Accounting Service,SyncStream,167638.0,
,,,,GL Merger Sub Inc,Synchronoss Technologies Inc,167639.0,
,,,,SyndiCrowd,SyndiCrowd,167644.0,
,,,,Synergy SOC,Synergy SOC SA de CV,167645.0,
,,,,TCM Collects,TCM INC,167667.0,
,,,,Technology Dynamics,TECHNOLOGY DYNAMICS INC,167673.0,
,,,,TENANT ALERT INC,TENANT ALERT INC,167675.0,
,,,,Texans Can Academy,TEXANS CAN ORG,167676.0,
,,,,Texas Heart Institute,TEXAS HEART INSTITUTE,167678.0,
,,,,THD Credit Consulting,THD Credit Consulting,167681.0,
,,,,Tivol Jewelry Store,TIVOL,167696.0,
,,,,TIXFx Trading,TIX Forex Ltd,167697.0,
,,,,TL Max,TL Max,167698.0,
,,,,TLC Accounting Services,TLC Accounting Services Llc,167699.0,
,,,,TMB & Assoc Tax Service,TMB & Assoc,167701.0,
,,,,Town & Country Realty,TOWN & COUNTRY REALTY,167705.0,
,,,,TRC Capital Corp,TRC Capital Corp,167714.0,
,,,,TSASC Inc,TSASC Inc,167717.0,
,,,,TXP Capital,TXP Capital,167720.0,
,,,,Tactical Portfolio Advisory,Tactical Portfolio Advisory Llc,167722.0,
,,,,TasteNYC Pass,TasteNYC Llc,167729.0,
,,,,Tavant Technologies,Tavant Technologies,167731.0,
,,,,Tax Accounting USA,Tax Accounting USA Inc,167734.0,
,,,,Tax Audit Defense,Tax Audit Defense Llc,167735.0,
,,,,Tax Recovery Corp,Tax Recovery Corp,167740.0,
,,,,Tax Services Of VA Service,Tax Services Of VA,167742.0,
,,,,Tax Wize Tax & Accounting Service,Tax Wize Tax & Accounting,167744.0,
,,,,TaxMatrix Tax Service,TaxMatrix,167747.0,
,,,,Taxes Plus Service,Taxes Plus Llc,167751.0,
,,,,TheGoldAndOilGuy.com,Technical Traders Ltd,167755.0,
,,,,Techtron Trading Corp,Techtron Trading Corp,167758.0,
,,,,Templar Financial Planning,Templar Financial Planning Ltd,167762.0,
,,,,Baptist Heart Specialists,Tenet Healthcare Corp,167764.0,
,,,,Tervita,Tervita Corp,167772.0,
,,,,Texas Credit Consulting,Texas Credit Consulting Llc,167781.0,
,,,,Thacker & Assoc,Thacker & Assoc,167798.0,
,,,,Thompson & Thurman,Thompson & Thurman,167810.0,
,,,,Thompson Baker Financial,Thompson Baker Financial,167811.0,
,,,,Thompson Wealth Mgt Ltd,Thompson Wealth Mgt Ltd,167813.0,
,,,,Ticonderoga Federal Credit Union,Ticonderoga Federal Credit Union,167828.0,
,,,,Tidmore Lee & Assoc Service,Tidmore Lee & Assoc Pc,167831.0,
,,,,Tifco Industries,Tifco Industries,167832.0,
,,,,Tim Pedersen,Tim Pedersen,167833.0,
,,,,Timios Appraisal Services,Timios,167837.0,
,,,,Tioga Downs Racing Casino,Tioga Downs Racing Casino,167839.0,
,,,,Friendly Toast Restaurant,Toasted Brothers BB Llc,167846.0,
,,,,Toho Water Authority,Toho Water Authority,167847.0,
,,,,Toler Financial Group,Toler Financial Group,167848.0,
,,,,Toph Sheldon CPA,Tolph Sheldon CPA,167850.0,
,,,,Tondryk Wealth Mgt,Tondryk Wealth Mgt Llc,167858.0,
,,,,Double Apple Restaurant & Hooka Cafe,Tonys Smoke Shop Llc,167860.0,
,,,,Top Flight,Top Flight EW Llc,167861.0,
,,,,Touch Financial,Touch Financial,167884.0,
,,,,New York School Of Career & Applied Studies,Touro College,167885.0,
,,,,Toussaint Financial Assoc,Toussaint Financial Assoc,167886.0,
,,,,Tradebulls Stock Broker,Tradeball Securities Ltd,167900.0,
,,,,Institutional Edge System,Traders Innovation Llc,167901.0,
,,,,Tradeview Markets,Tradeview Ltd,167903.0,
,,,,Hit & Run Candlesticks Stock Brokerage,Trading For Profit Llc,167904.0,
,,,,ForexMart,Tradomart Ltd,167907.0,
,,,,Tradovate,Tradovate,167908.0,
,,,,Transcend,Transcend,167913.0,
,,,,Tresca Restaurant,Tresca Restaurant,167927.0,
,,,,Triad Wealth Mgt,Triad Wealth Mgt Inc,167934.0,
,,,,Trice Jewelers Center,Trice Jewelers,167937.0,
,,,,TrueNorth,TrueNorth Inc,167956.0,
,,,,Trust For Public Land Organization,Trust For Public Land,167972.0,
,,,,CanPay,Trusted Debit Llc,167974.0,
,,,,Tunisia Trading,Tunisia Trading,167986.0,
,,,,TurboTitleLoans.com,TurboTitleLoans.com,167987.0,
,,,,Tuscan Kitchen Restaurant,Tuscan Brands,167992.0,
,,,,TwinRock Partners,TwinRock Partners,167995.0,
,,,,UGO Wallet,UGO Mobile Solutions LP,168008.0,
,,,,UK Pension Transfer,UK Pension Transfer Llc,168012.0,
,,,,Umbria Restaurant,UMBRIA,168019.0,
,,,,University Of Bridgeport,UNIVERSITY OF BRIDGEPORT,168025.0,
,,,,US Debt Help,US Debt Help,168039.0,
,,,,US Holocaust Memorial Museum,US HOLOCAUST MEMORIAL MUSEUM,168040.0,
,,,,USCF,USCF Advisers Llc,168050.0,
,,,,uLink,UniTeller Inc,168063.0,
,,,,United Income,United Income,168114.0,
,,,,Unitus Mortgage Co,Unitus Mortgage,168134.0,
,,,,Universal Capital,Universal Capital Llc,168139.0,
,,,,University Of Dayton,University Of Dayton,168154.0,
,,,,University Of NV,University Of NV,168160.0,
,,,,University Of Puget Sound,University Of Puget Sound,168165.0,
,,,,University Of San Diego,University Of San Diego,168166.0,
,,,,Upper Cumberland Federal Credit Union,Upper Cumberland Federal Credit Union,168178.0,
,,,,Urban Cantina Mexican Restaurant,Urban Cantina Mexican Restaurant,168180.0,
,,,,Urology Assoc Ltd,Urology Assoc Ltd,168183.0,
,,,,Ustocktrade,Ustocktrade Securities Inc,168221.0,
,,,,UtahReverseMortgage.com,UtahReverseMortgage.com,168227.0,
,,,,VATGlobal Tax Services,VAT IT,168233.0,
,,,,Virginia Pilot Assn,VIRGINIA PILOT ASSN,168241.0,
,,,,Valley First Financial,Valley First Financial Group,168246.0,
,,,,ValleyWide Investments,ValleyWide Investments,168252.0,
,,,,Vanco Payment Solutions,Vanco Payment Solutions,168257.0,
,,,,Vanguard Properties,Vanguard Properties Inc,168262.0,
,,,,VCE Vat Compliance Europe,Vat Compliance Europe,168266.0,
,,,,Valcor Capital,Velcor Capital,168269.0,
,,,,Venture.co,Venture.co Brokerage Services Llc,168274.0,
,,,,Venturize,Venturize,168275.0,
,,,,Versant Capital Mgt,Versant Capital Mgt,168287.0,
,,,,VetFinancing.com,VetFinancing.com,168293.0,
,,,,Veteran-Home-Loans.com,Veteran-Home-Loans,168294.0,
,,,,VFW Veterans Of Foreign Wars,Veterans Of Foreign Wars,168295.0,
,,,,Vidant Health,Vidant Health,168299.0,
,,,,Vifor Pharma USA Inc,Vifor Fresenius Medical Care Renal Pharma Ltd,168300.0,
,,,,Village Wealth Mgt,Village Wealth Mgt,168305.0,
,,,,Vino Volo Wine Bar,Vino Volo Wine Bar,168308.0,
,,,,Vinta,Vinta,168310.0,
,,,,Virjee Consulting Accounting Services,Virjee Consulting PLLC,168317.0,
,,,,Virtual Financial,Virtual Financial Services,168318.0,
,,,,Vista Partners,Vista Partners Llc,168329.0,
,,,,Viva Cove Llc,Viva Cove Llc,168333.0,
,,,,Volmaxx,Volmaxx,168337.0,
,,,,Walker Art Center,WALKER ART CENTER,168346.0,
,,,,WAREHOUSE BAR & GRILL,WAREHOUSE BAR & GRILL,168348.0,
,,,,Washington Marine Service,WASHINGTON MARINE GROUP,168349.0,
,,,,Therabill,WEBPT Inc,168351.0,
